image_id,path,class_name,class_id,annotated_attribute_id,color_attribute_id,color
50,001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,001.Black_footed_Albatross,1,250,250,brown
51,001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,001.Black_footed_Albatross,1,263,250,brown
52,001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,001.Black_footed_Albatross,1,260,250,brown
53,001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,001.Black_footed_Albatross,1,254,250,brown
54,001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,001.Black_footed_Albatross,1,250,250,brown
55,001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,001.Black_footed_Albatross,1,250,250,brown
56,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,001.Black_footed_Albatross,1,250,250,brown
57,001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,001.Black_footed_Albatross,1,254,250,brown
58,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,001.Black_footed_Albatross,1,250,250,brown
59,001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,001.Black_footed_Albatross,1,250,250,brown
60,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,001.Black_footed_Albatross,1,250,250,brown
61,002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,002.Laysan_Albatross,2,254,261,white
62,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,002.Laysan_Albatross,2,261,261,white
63,002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,002.Laysan_Albatross,2,250,261,white
64,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,002.Laysan_Albatross,2,250,261,white
65,002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,002.Laysan_Albatross,2,261,261,white
66,002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,002.Laysan_Albatross,2,254,261,white
67,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,002.Laysan_Albatross,2,250,261,white
68,002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,002.Laysan_Albatross,2,260,261,white
69,002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,002.Laysan_Albatross,2,261,261,white
70,002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg,002.Laysan_Albatross,2,254,261,white
71,002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,002.Laysan_Albatross,2,260,261,white
72,002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,002.Laysan_Albatross,2,254,261,white
73,002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,002.Laysan_Albatross,2,250,261,white
74,002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,002.Laysan_Albatross,2,250,261,white
75,002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,002.Laysan_Albatross,2,261,261,white
76,002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,002.Laysan_Albatross,2,254,261,white
77,002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,002.Laysan_Albatross,2,260,261,white
78,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,002.Laysan_Albatross,2,261,261,white
79,002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,002.Laysan_Albatross,2,261,261,white
80,002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,002.Laysan_Albatross,2,254,261,white
81,002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,002.Laysan_Albatross,2,260,261,white
82,002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,002.Laysan_Albatross,2,254,261,white
83,002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg,002.Laysan_Albatross,2,250,261,white
84,002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,002.Laysan_Albatross,2,261,261,white
85,002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,002.Laysan_Albatross,2,260,261,white
86,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,002.Laysan_Albatross,2,260,261,white
87,002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg,002.Laysan_Albatross,2,261,261,white
88,002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,002.Laysan_Albatross,2,261,261,white
89,002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,002.Laysan_Albatross,2,261,261,white
90,002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,002.Laysan_Albatross,2,260,261,white
91,002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,002.Laysan_Albatross,2,250,261,white
92,002.Laysan_Albatross/Laysan_Albatross_0058_637.jpg,002.Laysan_Albatross,2,250,261,white
93,002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,002.Laysan_Albatross,2,250,261,white
94,002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,002.Laysan_Albatross,2,260,261,white
95,002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,002.Laysan_Albatross,2,261,261,white
96,002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,002.Laysan_Albatross,2,261,261,white
97,002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,002.Laysan_Albatross,2,260,261,white
98,002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,002.Laysan_Albatross,2,261,261,white
99,002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,002.Laysan_Albatross,2,250,261,white
100,002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,002.Laysan_Albatross,2,260,261,white
101,002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,002.Laysan_Albatross,2,254,261,white
102,002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,002.Laysan_Albatross,2,261,261,white
103,002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,002.Laysan_Albatross,2,260,261,white
104,002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,002.Laysan_Albatross,2,261,261,white
105,002.Laysan_Albatross/Laysan_Albatross_0073_927.jpg,002.Laysan_Albatross,2,260,261,white
106,002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,002.Laysan_Albatross,2,261,261,white
107,002.Laysan_Albatross/Laysan_Albatross_0004_930.jpg,002.Laysan_Albatross,2,261,261,white
108,002.Laysan_Albatross/Laysan_Albatross_0093_725.jpg,002.Laysan_Albatross,2,261,261,white
109,002.Laysan_Albatross/Laysan_Albatross_0068_726.jpg,002.Laysan_Albatross,2,261,261,white
110,002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,002.Laysan_Albatross,2,250,261,white
111,002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,002.Laysan_Albatross,2,260,261,white
112,002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg,002.Laysan_Albatross,2,260,261,white
113,002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,002.Laysan_Albatross,2,250,261,white
114,002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,002.Laysan_Albatross,2,250,261,white
115,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,002.Laysan_Albatross,2,250,261,white
116,002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,002.Laysan_Albatross,2,261,261,white
117,002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,002.Laysan_Albatross,2,261,261,white
118,002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,002.Laysan_Albatross,2,254,261,white
119,002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,002.Laysan_Albatross,2,261,261,white
120,002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg,002.Laysan_Albatross,2,261,261,white
121,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,003.Sooty_Albatross,3,254,254,grey
122,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,003.Sooty_Albatross,3,254,254,grey
123,003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,003.Sooty_Albatross,3,254,254,grey
124,003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,003.Sooty_Albatross,3,254,254,grey
125,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,003.Sooty_Albatross,3,254,254,grey
126,003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,003.Sooty_Albatross,3,254,254,grey
127,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,003.Sooty_Albatross,3,250,254,grey
128,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,003.Sooty_Albatross,3,254,254,grey
129,003.Sooty_Albatross/Sooty_Albatross_0044_1105.jpg,003.Sooty_Albatross,3,263,254,grey
130,003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg,003.Sooty_Albatross,3,254,254,grey
131,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,003.Sooty_Albatross,3,249,254,grey
132,003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,003.Sooty_Albatross,3,254,254,grey
133,003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg,003.Sooty_Albatross,3,259,254,grey
134,003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg,003.Sooty_Albatross,3,250,254,grey
135,003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,003.Sooty_Albatross,3,254,254,grey
136,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,003.Sooty_Albatross,3,260,254,grey
137,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,003.Sooty_Albatross,3,254,254,grey
138,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,003.Sooty_Albatross,3,250,254,grey
139,003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,003.Sooty_Albatross,3,254,254,grey
140,003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,003.Sooty_Albatross,3,250,254,grey
141,003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,003.Sooty_Albatross,3,254,254,grey
142,003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,003.Sooty_Albatross,3,254,254,grey
143,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,003.Sooty_Albatross,3,249,254,grey
144,003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,003.Sooty_Albatross,3,254,254,grey
145,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,003.Sooty_Albatross,3,260,254,grey
146,003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,003.Sooty_Albatross,3,254,254,grey
147,003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,003.Sooty_Albatross,3,250,254,grey
148,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,003.Sooty_Albatross,3,254,254,grey
149,003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,003.Sooty_Albatross,3,254,254,grey
150,003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,003.Sooty_Albatross,3,263,254,grey
151,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,003.Sooty_Albatross,3,254,254,grey
152,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,003.Sooty_Albatross,3,250,254,grey
153,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,003.Sooty_Albatross,3,250,254,grey
154,003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,003.Sooty_Albatross,3,263,254,grey
155,003.Sooty_Albatross/Sooty_Albatross_0029_796357.jpg,003.Sooty_Albatross,3,254,254,grey
156,003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,003.Sooty_Albatross,3,250,254,grey
157,003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,003.Sooty_Albatross,3,263,254,grey
158,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,003.Sooty_Albatross,3,252,254,grey
159,003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,003.Sooty_Albatross,3,250,254,grey
160,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,003.Sooty_Albatross,3,254,254,grey
161,003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,003.Sooty_Albatross,3,263,254,grey
162,003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,003.Sooty_Albatross,3,254,254,grey
163,003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,003.Sooty_Albatross,3,250,254,grey
164,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,003.Sooty_Albatross,3,254,254,grey
165,003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,003.Sooty_Albatross,3,254,254,grey
166,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,003.Sooty_Albatross,3,254,254,grey
167,003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,003.Sooty_Albatross,3,260,254,grey
168,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,003.Sooty_Albatross,3,254,254,grey
169,003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,003.Sooty_Albatross,3,250,254,grey
170,003.Sooty_Albatross/Sooty_Albatross_0066_796382.jpg,003.Sooty_Albatross,3,254,254,grey
171,003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,003.Sooty_Albatross,3,254,254,grey
172,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,003.Sooty_Albatross,3,260,254,grey
173,003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,003.Sooty_Albatross,3,260,254,grey
174,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,003.Sooty_Albatross,3,252,254,grey
175,003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,003.Sooty_Albatross,3,254,254,grey
176,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,003.Sooty_Albatross,3,254,254,grey
177,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,003.Sooty_Albatross,3,263,254,grey
178,003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,003.Sooty_Albatross,3,250,254,grey
179,004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg,004.Groove_billed_Ani,4,260,260,black
180,004.Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg,004.Groove_billed_Ani,4,260,260,black
181,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,004.Groove_billed_Ani,4,260,260,black
182,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,004.Groove_billed_Ani,4,260,260,black
183,004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg,004.Groove_billed_Ani,4,260,260,black
184,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,004.Groove_billed_Ani,4,250,260,black
185,004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg,004.Groove_billed_Ani,4,260,260,black
186,004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg,004.Groove_billed_Ani,4,260,260,black
187,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,004.Groove_billed_Ani,4,260,260,black
188,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,004.Groove_billed_Ani,4,260,260,black
189,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,004.Groove_billed_Ani,4,260,260,black
190,004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588.jpg,004.Groove_billed_Ani,4,260,260,black
191,004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590.jpg,004.Groove_billed_Ani,4,260,260,black
192,004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591.jpg,004.Groove_billed_Ani,4,260,260,black
193,004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592.jpg,004.Groove_billed_Ani,4,260,260,black
194,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,004.Groove_billed_Ani,4,260,260,black
195,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,004.Groove_billed_Ani,4,260,260,black
196,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,004.Groove_billed_Ani,4,260,260,black
197,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,004.Groove_billed_Ani,4,260,260,black
198,004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617.jpg,004.Groove_billed_Ani,4,260,260,black
199,004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620.jpg,004.Groove_billed_Ani,4,260,260,black
200,004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639.jpg,004.Groove_billed_Ani,4,249,260,black
201,004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg,004.Groove_billed_Ani,4,260,260,black
202,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,004.Groove_billed_Ani,4,260,260,black
203,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,004.Groove_billed_Ani,4,260,260,black
204,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,004.Groove_billed_Ani,4,260,260,black
205,004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663.jpg,004.Groove_billed_Ani,4,254,260,black
206,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,004.Groove_billed_Ani,4,260,260,black
207,004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672.jpg,004.Groove_billed_Ani,4,260,260,black
208,004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg,004.Groove_billed_Ani,4,260,260,black
209,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,004.Groove_billed_Ani,4,260,260,black
210,004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697.jpg,004.Groove_billed_Ani,4,260,260,black
211,004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700.jpg,004.Groove_billed_Ani,4,260,260,black
212,004.Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg,004.Groove_billed_Ani,4,260,260,black
213,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,004.Groove_billed_Ani,4,260,260,black
214,004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715.jpg,004.Groove_billed_Ani,4,249,260,black
215,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,004.Groove_billed_Ani,4,260,260,black
216,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,004.Groove_billed_Ani,4,260,260,black
217,004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg,004.Groove_billed_Ani,4,260,260,black
218,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,004.Groove_billed_Ani,4,260,260,black
219,004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480.jpg,004.Groove_billed_Ani,4,251,260,black
220,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,004.Groove_billed_Ani,4,260,260,black
221,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,004.Groove_billed_Ani,4,260,260,black
222,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,004.Groove_billed_Ani,4,260,260,black
223,004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg,004.Groove_billed_Ani,4,260,260,black
224,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,004.Groove_billed_Ani,4,260,260,black
225,004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,004.Groove_billed_Ani,4,260,260,black
226,004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755.jpg,004.Groove_billed_Ani,4,260,260,black
227,004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,004.Groove_billed_Ani,4,260,260,black
228,004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,004.Groove_billed_Ani,4,260,260,black
229,004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505.jpg,004.Groove_billed_Ani,4,250,260,black
230,004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,004.Groove_billed_Ani,4,260,260,black
231,004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg,004.Groove_billed_Ani,4,260,260,black
232,004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,004.Groove_billed_Ani,4,260,260,black
233,004.Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg,004.Groove_billed_Ani,4,260,260,black
234,004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516.jpg,004.Groove_billed_Ani,4,251,260,black
235,004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,004.Groove_billed_Ani,4,260,260,black
236,004.Groove_billed_Ani/Groove_Billed_Ani_0009_1522.jpg,004.Groove_billed_Ani,4,260,260,black
237,004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780.jpg,004.Groove_billed_Ani,4,260,260,black
238,004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,004.Groove_billed_Ani,4,249,260,black
239,005.Crested_Auklet/Crested_Auklet_0006_1813.jpg,005.Crested_Auklet,5,250,260,black
240,005.Crested_Auklet/Crested_Auklet_0042_794902.jpg,005.Crested_Auklet,5,254,260,black
241,005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,005.Crested_Auklet,5,260,260,black
242,005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,005.Crested_Auklet,5,260,260,black
243,005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,005.Crested_Auklet,5,260,260,black
244,005.Crested_Auklet/Crested_Auklet_0041_794910.jpg,005.Crested_Auklet,5,254,260,black
245,005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,005.Crested_Auklet,5,254,260,black
246,005.Crested_Auklet/Crested_Auklet_0044_1825.jpg,005.Crested_Auklet,5,260,260,black
247,005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,005.Crested_Auklet,5,254,260,black
248,005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,005.Crested_Auklet,5,260,260,black
